
Symbol,Last,Net Chng,Bid,Ask
.HP221216P52.5,2.70,-.60,2.40,2.55
.HP221216P55,5.28,0,3.70,3.80
.HP221216P57.5,9.00,0,5.20,5.40
.HP221216P62.5,13.70,0,9.10,9.60
.HP221216P65,23.70,0,11.20,12.00
.HP221118P20,.02,0,0,.75
.HP221118P22.5,.05,0,0,.75
.HP221118P25,.05,0,0,.75
.HP221118P27.5,.25,0,0,.75
.HP221118P30,.06,0,0,.05
.HP221118P32.5,.03,0,0,.75
.HP221118P35,.04,0,0,.05
.HP221118P37.5,.15,0,0,.75
.HP221118P40,.01,0,0,.05
.HP221118P42.5,.09,0,0,.05
.HP221118P45,.03,0,0,.05
.HP221118P47.5,.05,+.02,0,.05
.HP221118P50,.03,-.15,0,.05
.HP221118P52.5,.13,-1.27,0,.05
.HP221118P55,6.40,0,1.15,1.75
.HP221118P60,12.20,0,6.10,6.90
.HNRG230519P5,.60,0,.15,.45
.HNRG230519P7.5,1.70,0,1.10,1.55
.HNRG230217P2.5,.10,0,0,.10
.HNRG230217P5,.21,0,.05,.20
.HNRG230217P7.5,.85,0,.65,1.20
.HNRG230217P10,4.30,0,2.10,2.85
.HNRG221216P7.5,.50,0,.20,.55
.HNRG221118P2.5,.10,0,0,.05
.HNRG221118P5,.10,0,0,.20
.HNRG221118P7.5,.05,0,0,.50
.HNRG221118P10,4.40,0,1.35,2.55
.HNRG221118P12.5,4.50,0,3.80,4.90
.HLX230616P3,.13,0,.10,.30
.HLX230616P4,.25,0,.20,.35
.HLX230616P5,.46,0,.25,.70
.HLX230616P6,.85,0,.70,.95
.HLX230317P2,.05,0,0,.10
.HLX230317P3,.15,0,0,.75
.HLX230317P4,.40,0,.05,.20
.HLX230317P5,.25,0,.15,.35
.HLX230317P6,.65,0,.40,.70
.HLX230317P7,1.05,+.05,.90,1.20
.HLX221216P1,.05,0,0,.15
.HLX221216P3,.05,0,0,.15
.HLX221216P4,.04,0,0,.10
.HLX221216P5,.02,0,0,.60
.HLX221216P6,.20,0,.15,.25
.HLX221216P7,.65,+.06,.55,.70
.HLX221216P9,2.25,0,2.15,2.50
.HLX221118P3,.07,0,0,.50
.HLX221118P4,.05,0,0,.05
.HLX221118P5,.05,0,0,.05
.HLX221118P6,.05,0,0,.05
.HLX221118P7,.33,+.07,.25,.40
.HLX221118P8,1.15,0,1.00,1.65
.HESM230519P17.5,.40,0,.35,2.15
.HESM230519P22.5,1.10,0,.95,1.30
.HESM230519P25,2.20,0,.45,2.00
.HESM230519P30,5.20,0,2.65,4.50
.HESM230217P17.5,.35,0,0,.75
.HESM230217P20,.68,0,.25,.40
.HESM230217P22.5,1.55,0,.15,2.55
.HESM230217P25,1.00,0,.25,1.25
.HESM230217P30,3.10,0,2.60,4.50
.HESM221216P15,.05,0,0,.75
.HESM221216P20,.15,0,0,.15
.HESM221216P22.5,.10,0,.05,.25
.HESM221216P25,.25,0,.10,.30
.HESM221216P30,2.00,-.25,.25,2.05
.HESM221118P15,.10,0,0,1.30
.HESM221118P17.5,.03,0,0,.45
.HESM221118P20,.05,0,0,.30
.HESM221118P22.5,.10,0,0,.05
.HESM221118P25,.05,0,0,.05
.HESM221118P30,2.10,0,.05,2.25
.HESM221118P35,11.50,0,5.60,6.80
.HESM221118P40,12.80,0,10.40,13.00
.HES250117P60,4.90,0,2.00,6.00
.HES250117P70,7.20,0,3.00,7.50
.HES250117P75,7.20,0,4.00,8.70
.HES250117P80,10.30,0,5.80,9.30
.HES250117P90,10.10,0,8.00,11.50
.HES250117P95,11.30,0,9.00,13.20
.HES250117P97.5,11.73,0,10.00,14.10
.HES250117P100,12.50,0,11.00,15.30
.HES250117P120,23.70,0,18.00,22.60
.HES250117P125,22.50,0,20.00,25.00
.HES250117P135,30.00,0,25.00,29.40
.HES250117P140,29.90,0,27.00,32.00
.HES250117P160,48.33,0,38.00,43.00
.HES250117P175,52.00,0,47.50,52.50
.HES250117P195,64.40,0,61.50,66.00
.HES240119P35,.95,0,.10,.70
.HES240119P47.5,1.90,0,.35,1.10
.HES240119P55,2.35,0,.85,1.60
.HES240119P60,3.10,0,1.25,2.00
.HES240119P62.5,6.45,0,1.50,2.20
.HES240119P65,5.00,0,1.75,2.45
.HES240119P67.5,4.10,0,2.05,2.40
.HES240119P70,3.00,0,2.35,2.65
.HES240119P72.5,5.05,0,2.60,2.90
.HES240119P77.5,4.40,0,3.20,3.60
.HES240119P80,4.10,0,3.60,4.00
.HES240119P82.5,9.06,0,4.00,4.40
.HES240119P85,5.80,0,4.40,4.70
.HES240119P87.5,9.10,0,4.80,5.20
.HES240119P90,6.70,0,5.30,5.70
.HES240119P92.5,9.20,0,5.70,6.20
.HES240119P95,7.40,0,6.30,6.70
.HES240119P97.5,8.00,0,6.90,7.30
.HES240119P100,7.41,0,7.50,7.90
.HES240119P105,8.60,0,8.80,9.20
.HES240119P110,10.30,0,10.20,10.60
.HES240119P115,13.10,0,11.80,12.20
.HES240119P120,13.40,0,13.50,14.20
.HES240119P125,16.00,-15.20,15.40,15.90
.HES240119P130,17.50,0,17.20,17.90
.HES240119P135,18.70,0,19.40,20.10
.HES240119P140,29.60,0,22.00,22.70
.HES240119P145,24.20,0,24.30,25.00
.HES240119P150,28.30,0,26.80,28.10
.HES240119P155,37.30,0,29.60,30.90
.HES240119P160,40.70,0,32.20,34.00
.HES240119P165,38.55,0,35.60,37.10
.HES240119P170,53.40,0,38.90,40.40
.HES240119P175,54.00,0,42.60,43.70
.HES240119P180,60.00,0,46.00,47.20
.HES240119P195,60.90,0,57.20,58.60
.HES240119P210,71.30,0,69.60,71.20
.HES230519P55,1.34,0,.05,.75
.HES230519P65,1.50,0,.15,1.00
.HES230519P70,2.50,0,.25,1.05
.HES230519P75,4.60,0,.55,1.30
.HES230519P80,3.11,0,.85,1.60
.HES230519P85,7.30,0,1.35,1.75
.HES230519P90,3.50,0,1.75,2.15
.HES230519P92.5,3.00,0,2.00,2.40
.HES230519P95,2.43,0,2.30,2.70
.HES230519P97.5,6.77,0,2.60,3.10
.HES230519P100,4.70,0,2.90,3.40
.HES230519P105,3.80,0,3.60,4.20
.HES230519P110,4.80,0,4.60,5.20
.HES230519P115,7.40,0,5.70,6.40
.HES230519P120,8.50,0,6.90,7.60
.HES230519P125,8.70,0,8.40,9.20
.HES230519P130,10.17,0,10.10,10.80
.HES230519P135,11.80,0,12.10,12.70
.HES230519P140,13.40,0,14.30,15.00
.HES230519P145,23.50,0,16.70,17.60
.HES230519P155,20.30,0,21.90,23.20
.HES230519P165,30.00,0,28.50,29.30
.HES230519P175,53.70,0,35.80,36.70
.HES230519P200,61.20,0,56.70,57.80
.HES230217P55,1.20,0,0,.50
.HES230217P60,1.37,0,0,.75
.HES230217P65,.25,0,0,.75
.HES230217P70,.40,0,0,.75
.HES230217P75,.90,0,.05,.75
.HES230217P80,2.00,0,.10,.75
.HES230217P85,1.95,0,.10,.95
.HES230217P87.5,2.40,0,.15,.85
.HES230217P90,1.04,0,.25,1.00
.HES230217P92.5,1.85,0,.40,.95
.HES230217P95,.90,0,.65,1.05
.HES230217P97.5,1.35,0,.80,1.10
.HES230217P100,1.71,0,1.00,1.15
.HES230217P105,2.25,0,1.35,1.65
.HES230217P110,2.75,0,1.90,2.10
.HES230217P115,2.55,0,2.55,2.85
.HES230217P120,3.70,0,3.40,3.70
.HES230217P125,4.90,+.12,4.50,4.90
.HES230217P130,6.30,+.60,5.90,6.30
.HES230217P135,9.00,+.80,7.60,8.00
.HES230217P140,9.70,0,9.60,10.10
.HES230217P145,12.50,-.40,12.00,12.40
.HES230217P150,19.10,0,14.60,15.10
.HES230217P155,20.50,0,17.50,18.20
.HES230217P160,41.20,0,21.00,21.50
.HES230217P165,41.80,0,24.50,25.20
.HES230217P170,42.80,0,28.40,29.40
.HES230217P180,37.80,0,37.00,38.10
.HES230217P200,59.80,0,55.40,57.20
.HES230120P60,1.20,0,0,.75
.HES230120P62.5,.10,0,0,.50
.HES230120P65,1.06,0,0,.75
.HES230120P67.5,.70,0,0,.45
.HES230120P70,.17,0,0,.75
.HES230120P72.5,.20,0,0,.60
.HES230120P75,.90,0,0,.75
.HES230120P80,3.70,0,.05,.75
.HES230120P82.5,1.45,0,.05,.60
.HES230120P85,2.70,0,.05,.75
.HES230120P87.5,1.70,0,.10,.60
.HES230120P90,.50,0,.10,.75
.HES230120P92.5,.99,0,.15,1.05
.HES230120P95,.60,0,.20,.85
.HES230120P97.5,.69,-.11,.40,.80
.HES230120P100,.80,-.10,.45,.85
.HES230120P105,.95,0,.75,.90
.HES230120P110,1.30,0,1.10,1.25
.HES230120P115,1.77,+.22,1.55,1.70
.HES230120P120,2.42,+.17,2.20,2.40
.HES230120P125,3.70,+.63,3.00,3.30
.HES230120P130,4.80,+.66,4.20,4.50
.HES230120P135,6.70,+1.00,5.70,6.00
.HES230120P140,8.10,-.90,7.50,7.90
.HES230120P145,9.20,0,9.90,10.20
.HES230120P150,12.05,0,12.50,13.00
.HES230120P155,16.08,0,15.70,16.30
.HES230120P160,18.81,0,19.10,20.00
.HES230120P165,26.10,0,22.90,23.90
.HES230120P175,41.20,0,31.60,32.50
.HES221230P110,.55,0,.50,.95
.HES221230P125,1.80,0,1.85,2.40
.HES221230P134,4.10,0,3.80,4.40
.HES221230P139,4.89,0,5.40,6.20
.HES221230P140,6.10,0,5.70,6.40
.HES221230P142,8.50,0,6.50,7.40
.HES221230P145,8.20,0,7.90,8.90
.HES221230P148,9.60,0,9.60,10.40
.HES221223P105,.40,0,0,1.65
.HES221223P110,.57,0,.35,1.10
.HES221223P115,1.51,0,.60,1.05
.HES221223P120,1.05,0,.95,1.45
.HES221223P125,1.55,0,1.50,2.10
.HES221223P129,4.77,0,2.05,2.75
.HES221223P130,3.40,0,2.25,3.00
.HES221223P131,2.28,0,2.55,3.10
.HES221223P132,3.31,0,2.80,3.50
.HES221223P135,2.93,0,3.50,4.20
.HES221223P137,4.69,0,4.20,4.80
.HES221223P139,4.90,0,4.90,5.70
.HES221223P140,5.20,0,5.30,6.00
.HES221223P141,8.30,0,5.70,6.40
.HES221223P142,5.87,0,6.10,6.80
.HES221223P145,7.45,0,7.30,8.20
.HES221223P150,8.73,0,10.40,11.00
.HES221223P152.5,9.68,0,12.00,12.90
.HES221216P90,.11,0,0,.30
.HES221216P92.5,.80,0,0,.20
.HES221216P95,.10,-.06,0,.25
.HES221216P97.5,.32,0,0,.75
.HES221216P100,.25,+.10,.05,.45
.HES221216P105,.31,0,.05,.75
.HES221216P110,.42,0,.20,.45
.HES221216P115,.62,0,.35,.65
.HES221216P120,.94,+.19,.65,.85
.HES221216P125,1.35,+.05,1.15,1.35
.HES221216P130,2.40,+.63,1.85,2.10
.HES221216P135,3.37,+.51,2.95,3.30
.HES221216P140,5.00,+.40,4.60,4.90
.HES221216P145,7.50,+.70,6.90,7.20
.HES221216P150,10.70,+.91,9.70,10.10
.HES221216P155,12.54,0,12.90,13.80
.HES221216P165,18.29,0,20.70,22.20
.HES221202P65,.05,0,0,.05
.HES221202P70,.05,0,0,.15
.HES221202P75,.05,0,0,.15
.HES221202P80,.05,0,0,.35
.HES221202P85,.05,0,0,.35
.HES221202P90,.05,0,0,.75
.HES221202P95,.10,0,0,.10
.HES221202P100,.05,0,0,.75
.HES221202P105,.27,0,0,.75
.HES221202P110,.10,0,0,.75
.HES221202P111,.65,0,0,.75
.HES221202P115,3.30,0,0,.25
.HES221202P119,2.60,0,0,.75
.HES221202P120,.34,-.61,.05,.60
.HES221202P124,.65,0,.15,.40
.HES221202P125,.60,0,.25,.40
.HES221202P129,.72,-1.83,.45,.70
.HES221202P130,1.30,0,.55,.75
.HES221202P132,1.45,0,.75,1.00
.HES221202P133,1.34,-1.79,.90,1.15
.HES221202P134,1.25,-6.85,1.00,1.35
.HES221202P135,1.90,+.65,1.25,1.50
.HES221202P136,1.80,0,1.40,1.70
.HES221202P137,3.00,+1.55,1.60,1.90
.HES221202P138,2.42,+.60,1.85,2.20
.HES221202P140,2.77,0,2.30,2.80
.HES221202P141,3.30,+.20,2.70,3.20
.HES221202P142,4.10,0,2.95,3.50
.HES221202P143,5.45,+2.10,3.40,4.00
.HES221202P144,4.05,+.45,4.00,4.50
.HES221202P145,4.75,+.49,4.50,4.90
.HES221202P146,5.80,+1.50,4.90,5.40
.HES221202P147,5.90,0,5.40,6.00
.HES221202P148,6.30,0,6.00,6.60
.HES221202P149,6.40,0,6.80,7.40
.HES221202P150,7.15,0,7.30,8.20
.HES221202P152.5,7.20,0,9.20,10.10
.HES221202P157.5,15.20,0,13.40,14.30
.HES221202P160,12.00,0,15.40,16.90
.HES221202P165,17.70,0,20.20,21.50
.HES221209P75,.10,0,0,.10
.HES221209P80,.10,0,0,.75
.HES221209P85,.10,0,0,.75
.HES221209P90,.10,0,0,.20
.HES221209P100,.05,0,0,.75
.HES221209P110,.56,0,.05,.75
.HES221209P125,.95,0,.60,.95
.HES221209P130,3.10,0,1.15,1.55
.HES221209P135,2.05,0,2.10,2.50
.HES221209P137,5.50,0,2.60,2.95
.HES221209P138,6.80,0,2.70,3.40
.HES221209P139,6.50,0,3.20,3.60
.HES221209P140,3.18,0,3.30,4.10
.HES221209P141,3.59,0,3.90,4.40
.HES221209P142,3.93,0,4.20,4.80
.HES221209P143,8.90,0,4.60,5.20
.HES221209P144,7.20,+2.00,4.90,5.80
.HES221209P145,5.00,0,5.70,6.20
.HES221209P146,5.90,0,6.20,6.70
.HES221209P147,5.90,0,6.70,7.30
.HES221209P148,6.40,0,7.10,7.80
.HES221209P149,7.00,0,7.90,8.40
.HES221209P150,7.40,0,8.40,9.20
.HES221209P152.5,8.20,0,10.20,10.80
.HES221209P155,10.20,0,11.50,13.30
.HES221125P65,.01,0,0,.05
.HES221125P75,.01,-.04,0,.05
.HES221125P80,.02,0,0,.35
.HES221125P90,.05,0,0,.05
.HES221125P95,.02,0,0,.10
.HES221125P100,.15,0,0,.05
.HES221125P105,1.65,0,0,.60
.HES221125P110,.05,0,0,.60
.HES221125P114,.10,0,0,.45
.HES221125P115,.37,0,0,.45
.HES221125P116,.17,0,0,.75
.HES221125P118,4.20,0,0,.50
.HES221125P119,.42,0,0,.50
.HES221125P120,.05,0,0,.50
.HES221125P122,6.80,0,0,.55
.HES221125P123,.09,-6.61,0,.40
.HES221125P124,4.70,0,0,.75
.HES221125P125,.09,-.65,.05,.25
.HES221125P126,.52,0,0,.75
.HES221125P127,.23,0,0,.75
.HES221125P128,2.20,0,.05,.40
.HES221125P129,.43,0,.05,.40
.HES221125P130,.35,-.11,.05,.30
.HES221125P131,5.50,0,.05,.35
.HES221125P133,.23,-2.00,.20,.35
.HES221125P134,.30,-.11,.25,.35
.HES221125P135,.90,+.47,.35,.45
.HES221125P136,1.20,+.70,.40,.60
.HES221125P137,.85,-.20,.50,.70
.HES221125P138,.80,+.04,.65,.90
.HES221125P139,.90,0,.80,1.10
.HES221125P140,1.32,+.32,1.05,1.35
.HES221125P141,2.68,+1.43,1.30,1.60
.HES221125P142,2.10,-4.10,1.60,1.95
.HES221125P143,2.10,+.40,2.00,2.45
.HES221125P144,2.55,0,2.40,2.80
.HES221125P145,3.00,-5.20,2.85,3.40
.HES221125P146,4.40,+1.20,3.30,3.90
.HES221125P147,3.90,0,4.10,4.60
.HES221125P148,3.40,0,4.40,5.30
.HES221125P149,5.20,0,5.40,6.00
.HES221125P150,6.90,0,6.30,6.80
.HES221125P152.5,7.80,0,8.40,9.10
.HES221125P155,9.00,0,10.20,11.40
.HES221125P160,12.40,0,15.40,16.50
.HES221118P47.5,.01,0,0,.05
.HES221118P65,.05,0,0,.25
.HES221118P70,.01,0,0,.05
.HES221118P75,.05,0,0,.15
.HES221118P80,.01,0,0,.15
.HES221118P85,.01,0,0,.05
.HES221118P87.5,.01,0,0,.05
.HES221118P90,.01,0,0,.05
.HES221118P92.5,.58,0,0,.15
.HES221118P95,.37,0,0,.15
.HES221118P97.5,.05,0,0,.15
.HES221118P100,.02,-.03,0,.05
.HES221118P105,.05,-.34,0,.10
.HES221118P110,.04,-.26,0,.05
.HES221118P115,.10,+.05,0,.05
.HES221118P120,.01,-.62,0,.10
.HES221118P121,.45,0,0,.40
.HES221118P122,.10,0,0,.25
.HES221118P123,.25,0,0,.15
.HES221118P124,.40,0,0,.40
.HES221118P125,.08,0,0,.35
.HES221118P127,.45,0,0,.40
.HES221118P128,.05,0,0,.05
.HES221118P129,.85,0,0,.05
.HES221118P130,.02,0,0,.05
.HES221118P131,.27,0,0,.75
.HES221118P132,.06,0,0,.10
.HES221118P133,.22,0,0,.45
.HES221118P134,.25,0,0,.75
.HES221118P135,.10,0,0,.65
.HES221118P136,.15,0,0,.35
.HES221118P137,.09,-.02,0,.15
.HES221118P138,.19,+.04,0,.20
.HES221118P139,.10,0,0,.20
.HES221118P140,.15,-.05,0,.15
.HES221118P141,.25,0,0,.05
.HES221118P142,.40,-.15,0,.10
.HES221118P143,.05,-.80,0,.10
.HES221118P144,.20,-1.00,0,.30
.HES221118P145,.90,-.67,.65,1.30
.HES221118P146,1.65,-.10,1.60,2.50
.HES221118P147,4.20,+1.25,2.50,3.40
.HES221118P148,4.03,+1.33,3.50,4.20
.HES221118P149,5.20,+2.30,4.50,5.20
.HES221118P150,6.40,+.20,5.40,6.30
.HES221118P152.5,6.30,0,8.00,8.80
.HES221118P155,7.81,0,10.50,11.40
.HES221118P165,38.48,0,20.50,21.30
.HES221118P180,43.70,0,35.40,36.40
.HERO230217P24,3.65,0,4.90,6.90
.HERO221216P16,.10,0,0,.10
.HERO221118P17,.30,0,0,.10
.HEP230519P17.5,.85,0,.05,3.20
.HEP230519P22.5,6.20,0,2.80,4.90
.HEP230519P25,6.38,0,4.80,7.30
.HEP230217P12.5,.40,0,0,.20
.HEP230217P15,.35,0,.15,.30
.HEP230217P17.5,.85,0,.25,2.45
.HEP230217P22.5,6.00,0,2.75,4.60
.HEP230217P25,6.30,0,5.70,7.40
.HEP221216P17.5,.35,0,.10,.30
.HEP221118P12.5,.05,0,0,.75
.HEP221118P15,.25,0,0,.75
.HEP221118P17.5,.05,0,0,.10
.HEP221118P20,1.44,0,.85,1.60
.HEP221118P22.5,6.68,0,2.60,4.60
.HEP221118P25,6.08,0,5.60,6.70
.HAL250117P15,1.05,0,.89,1.47
.HAL250117P18,1.60,0,1.47,2.10
.HAL250117P20,2.00,0,1.95,2.56
.HAL250117P23,2.97,0,2.73,3.40
.HAL250117P25,5.34,0,3.50,4.00
.HAL250117P27,4.00,0,4.20,4.70
.HAL250117P30,5.33,0,5.40,5.90
.HAL250117P32,5.90,0,6.25,6.75
.HAL250117P35,8.65,0,7.65,8.15
.HAL250117P37,8.50,0,8.70,9.35
.HAL250117P40,9.59,0,10.35,10.95
.HAL250117P45,13.10,0,13.35,14.25
.HAL240119P3,.03,0,0,.22
.HAL240119P5,.04,-.01,.03,.10
.HAL240119P8,.12,0,.04,.16
.HAL240119P10,.21,0,.08,.49
.HAL240119P13,.36,0,.17,.69
.HAL240119P15,.74,0,.33,.80
.HAL240119P17,.93,0,.72,.83
.HAL240119P20,1.13,0,1.12,1.28
.HAL240119P22,1.60,+.09,1.55,1.67
.HAL240119P25,2.33,+.08,2.19,2.40
.HAL240119P27,2.60,0,2.82,2.99
.HAL240119P30,3.90,+.08,3.85,4.05
.HAL240119P32,4.57,0,4.65,4.80
.HAL240119P35,5.68,0,5.95,6.20
.HAL240119P37,7.10,0,6.85,7.20
.HAL240119P40,8.80,0,8.65,8.90
.HAL240119P42,10.65,0,9.85,10.10
.HAL240119P45,11.10,0,11.40,12.10
.HAL240119P47,12.30,0,13.25,13.55
.HAL240119P50,14.45,0,15.40,15.75
.HAL240119P55,19.65,0,19.35,19.85
.HAL240119P60,28.80,0,23.95,24.15
.HAL230721P37,5.65,+.18,5.50,5.65
.HAL230421P15,.08,0,.04,.45
.HAL230421P17,.14,0,.08,.53
.HAL230421P18,.20,0,.10,.31
.HAL230421P19,.28,+.03,.23,.37
.HAL230421P20,.31,0,.29,.41
.HAL230421P21,.32,0,.38,.46
.HAL230421P22,.50,-.07,.47,.53
.HAL230421P23,.60,-.03,.57,.63
.HAL230421P24,.73,+.04,.71,.75
.HAL230421P25,.87,+.02,.83,.90
.HAL230421P26,1.00,+.16,.98,1.06
.HAL230421P27,1.25,+.10,1.16,1.24
.HAL230421P28,1.44,+.23,1.33,1.45
.HAL230421P29,1.66,-.09,1.60,1.69
.HAL230421P30,1.64,0,1.85,1.94
.HAL230421P31,1.87,0,2.14,2.26
.HAL230421P32,2.46,+.06,2.48,2.58
.HAL230421P33,2.97,+.21,2.82,2.92
.HAL230421P34,3.50,+.93,3.20,3.30
.HAL230421P35,3.75,0,3.60,3.75
.HAL230421P36,4.15,+.40,4.05,4.20
.HAL230421P37,4.25,0,4.55,4.65
.HAL230421P38,5.65,+.65,5.10,5.20
.HAL230421P39,5.75,+.17,5.60,5.80
.HAL230421P40,6.02,0,6.15,6.40
.HAL230421P41,6.35,0,6.80,7.05
.HAL230421P42,6.35,0,7.55,7.75
.HAL230421P43,8.40,+.40,8.25,8.40
.HAL230421P44,7.25,0,8.95,9.15
.HAL230421P45,10.10,+.60,9.65,9.90
.HAL230421P50,12.60,0,13.90,14.05
.HAL230421P55,18.10,0,18.45,18.75
.HAL230217P20,.11,0,0,.27
.HAL230217P30,1.15,+.08,1.06,1.15
.HAL230217P35,2.60,+.10,2.57,2.68
.HAL230217P40,5.05,0,5.20,5.40
.HAL230120P3,.01,0,0,.09
.HAL230120P5,.01,0,0,.09
.HAL230120P8,.01,0,0,.04
.HAL230120P10,.01,0,0,.05
.HAL230120P12,.03,0,0,.10
.HAL230120P15,.03,0,0,.05
.HAL230120P17,.04,+.01,.01,.05
.HAL230120P20,.07,0,.05,.08
.HAL230120P22,.12,+.03,.07,.18
.HAL230120P24,.22,0,.16,.17
.HAL230120P25,.25,+.05,.18,.22
.HAL230120P26,.28,0,.27,.28
.HAL230120P27,.36,+.05,.31,.37
.HAL230120P28,.43,+.08,.42,.46
.HAL230120P29,.61,0,.53,.59
.HAL230120P30,.71,-.04,.65,.71
.HAL230120P31,.85,+.01,.81,.92
.HAL230120P32,1.08,0,1.02,1.14
.HAL230120P33,1.37,+.02,1.25,1.40
.HAL230120P34,1.67,+.01,1.60,1.71
.HAL230120P35,2.04,+.10,1.89,2.09
.HAL230120P36,2.46,-.09,2.40,2.49
.HAL230120P37,3.45,+.49,2.91,2.97
.HAL230120P38,3.58,0,3.35,3.55
.HAL230120P39,4.02,0,4.00,4.15
.HAL230120P40,4.75,+.30,4.60,4.85
.HAL230120P41,4.05,0,5.40,5.55
.HAL230120P42,6.25,0,6.15,6.30
.HAL230120P43,5.80,0,6.80,7.10
.HAL230120P44,8.55,0,7.80,7.95
.HAL230120P45,7.35,0,8.60,8.85
.HAL230120P46,8.22,0,9.55,9.70
.HAL230120P50,13.10,0,13.35,13.55
.HAL221230P20,.07,0,0,.09
.HAL221230P28,.25,+.04,.21,.31
.HAL221230P32.5,.65,0,.77,.93
.HAL221230P33,.87,-.09,.92,1.05
.HAL221230P33.5,.90,0,1.03,1.18
.HAL221230P34,.83,0,1.17,1.35
.HAL221230P34.5,1.40,0,1.32,1.48
.HAL221230P35,1.76,+.03,1.48,1.67
.HAL221230P36,2.20,+.60,1.93,2.08
.HAL221230P37,2.52,0,2.37,2.56
.HAL221230P37.5,2.97,+.30,2.66,2.86
.HAL221230P38,3.10,+.76,2.95,3.15
.HAL221230P38.5,2.42,0,3.25,3.40
.HAL221230P39,2.97,0,3.50,3.70
.HAL221230P39.5,3.20,0,3.90,4.10
.HAL221230P40,3.45,0,4.25,4.45
.HAL221230P41,3.80,0,4.95,5.25
.HAL221230P41.5,4.10,0,5.35,5.65
.HAL221223P20,.05,0,0,.08
.HAL221223P27,.17,0,.09,.21
.HAL221223P28,.22,0,.16,.26
.HAL221223P30,.41,0,.30,.41
.HAL221223P31,.36,0,.43,.53
.HAL221223P31.5,.50,0,.50,.62
.HAL221223P32,.64,+.17,.57,.71
.HAL221223P32.5,.86,0,.68,.81
.HAL221223P33,.84,0,.78,.89
.HAL221223P33.5,.77,0,.92,1.02
.HAL221223P34,1.50,+.39,1.05,1.17
.HAL221223P35,1.34,0,1.33,1.52
.HAL221223P36,1.52,0,1.75,1.91
.HAL221223P37,2.32,+.74,2.24,2.41
.HAL221223P37.5,2.01,0,2.49,2.68
.HAL221223P38,2.00,0,2.79,2.98
.HAL221223P38.5,2.29,0,3.00,3.30
.HAL221223P39,2.60,0,3.40,3.60
.HAL221223P39.5,2.80,0,3.75,3.95
.HAL221223P40,4.40,+.65,4.10,4.35
.HAL221223P41,3.52,0,4.85,5.15
.HAL221223P42,5.50,0,5.70,5.95
.HAL221216P15,.02,0,0,.03
.HAL221216P17,.03,0,0,.03
.HAL221216P18,.01,0,0,.03
.HAL221216P19,.01,0,.01,.03
.HAL221216P20,.02,0,.02,.04
.HAL221216P21,.04,0,.02,.04
.HAL221216P22,.06,+.02,.03,.04
.HAL221216P23,.03,0,.04,.05
.HAL221216P24,.06,+.01,.05,.06
.HAL221216P25,.07,0,.06,.07
.HAL221216P26,.11,+.02,.07,.09
.HAL221216P27,.11,0,.07,.12
.HAL221216P28,.16,+.01,.13,.15
.HAL221216P29,.21,+.02,.18,.20
.HAL221216P30,.27,+.01,.25,.28
.HAL221216P31,.36,0,.33,.39
.HAL221216P32,.50,+.03,.46,.51
.HAL221216P33,.65,-.03,.65,.70
.HAL221216P34,.89,+.06,.87,.95
.HAL221216P35,1.22,+.09,1.20,1.27
.HAL221216P36,1.59,-.10,1.59,1.65
.HAL221216P37,2.16,+.29,2.05,2.15
.HAL221216P38,2.68,+.30,2.58,2.75
.HAL221216P39,3.37,+.45,3.20,3.45
.HAL221216P40,4.10,+.51,4.00,4.10
.HAL221216P41,5.00,+1.15,4.70,5.00
.HAL221216P42,6.00,+.60,5.60,5.80
.HAL221216P43,6.90,+.55,6.35,6.75
.HAL221216P44,8.00,+1.75,7.35,7.70
.HAL221216P45,8.80,+1.90,8.30,8.60
.HAL221216P46,9.90,+.95,9.25,9.60
.HAL221216P49,12.55,+1.60,12.25,12.50
.HAL221216P50,11.90,0,13.10,13.55
.HAL221216P55,26.65,0,18.00,18.60
.HAL221202P15,.04,-.01,0,.03
.HAL221202P18,.01,0,0,.03
.HAL221202P20,.02,0,0,.03
.HAL221202P21,.20,0,0,.38
.HAL221202P22,.04,0,.01,.03
.HAL221202P22.5,.10,0,0,.32
.HAL221202P24,.14,0,0,.03
.HAL221202P24.5,.15,0,0,.04
.HAL221202P25,.05,-.12,0,.05
.HAL221202P25.5,.05,+.01,.01,.03
.HAL221202P26,.23,0,0,.05
.HAL221202P26.5,.29,0,0,.05
.HAL221202P27,.05,0,.01,.04
.HAL221202P27.5,.35,0,.01,.06
.HAL221202P28,.05,0,.02,.05
.HAL221202P29,.07,0,.03,.07
.HAL221202P29.5,.12,0,.03,.09
.HAL221202P30,.31,0,.03,.09
.HAL221202P30.5,.87,0,.04,.11
.HAL221202P31,.10,-.02,.09,.13
.HAL221202P31.5,1.07,0,.10,.18
.HAL221202P32,.17,-.04,.13,.21
.HAL221202P32.5,.21,0,.19,.24
.HAL221202P33,.35,+.02,.23,.30
.HAL221202P33.5,.34,+.07,.30,.37
.HAL221202P34,.47,+.16,.38,.45
.HAL221202P34.5,.50,-.01,.48,.56
.HAL221202P35,.67,-.10,.60,.70
.HAL221202P35.5,1.19,+.33,.74,.83
.HAL221202P36,.97,-.13,.90,1.05
.HAL221202P36.5,1.19,+.12,1.13,1.23
.HAL221202P37,1.44,-.11,1.36,1.51
.HAL221202P37.5,1.69,+.09,1.66,1.76
